account_id,account_number,customer_id,branch_id,account_type,currency,balance,status,opened_at
2604,4688295754,2343,87,Saving,VND,382981.24,Inactive,2024-06-19 11:35:50
2605,9056568565,8065,23,Business,USD,369873.57,Closed,2020-06-02 15:21:33
2606,9683500048,7223,75,Saving,VND,342438.93,Inactive,2025-11-10 14:41:51
2607,4721472104,1196,17,Business,USD,150650.77,Closed,2023-11-11 07:58:24
2608,1018770589,2415,26,Checking,VND,230788.39,Closed,2017-06-16 07:49:27
2609,5321821029,5651,64,Business,EUR,231874.16,Active,2026-01-13 04:47:18
2610,2604515224,8516,38,Business,EUR,26064.59,Active,2018-05-08 22:17:20
2611,1874505985,8679,18,Saving,VND,226446.5,Closed,2022-09-23 12:58:04
2612,5069469871,3982,25,Checking,EUR,365595.18,Active,2018-12-27 12:45:44
2613,3978196985,9297,90,Business,VND,158396.41,Closed,2018-07-29 04:38:45
2614,9257198943,8000,52,Business,VND,5974.18,Active,2021-11-22 01:44:50
2615,7529295309,3285,1,Saving,USD,494220.91,Active,2020-07-08 16:14:26
2616,9238201923,2073,50,Checking,EUR,101849.77,Active,2018-11-08 04:09:13
2617,7769973124,376,66,Saving,EUR,270174.65,Inactive,2020-09-19 10:44:50
2618,9958416893,3389,49,Saving,VND,320093.48,Inactive,2022-08-22 20:46:07
2619,1571577634,9213,48,Checking,VND,284172.8,Active,2026-02-14 05:12:14
2620,1806582912,4286,80,Checking,USD,454057.58,Active,2018-09-14 04:05:48
2621,2607178587,15,10,Saving,VND,145957.58,Active,2024-09-24 09:42:11
2622,7335907596,8694,92,Business,EUR,321176.67,Closed,2023-07-27 19:10:25
2623,4770015184,3552,68,Business,EUR,288580.83,Closed,2017-07-28 03:03:29
2624,4158080357,4684,33,Business,USD,30719.44,Active,2017-10-20 14:36:18
2625,2167970229,1047,45,Checking,VND,446823.05,Inactive,2024-07-15 15:44:30
2626,9915698376,3500,43,Saving,EUR,317189.27,Active,2016-12-19 18:46:00
2627,3773373043,7821,40,Checking,VND,176196.58,Active,2024-07-13 03:25:38
2628,1846473617,197,14,Checking,EUR,465705.31,Inactive,2024-07-07 04:44:14
2629,6505427526,1803,63,Checking,EUR,131205.79,Active,2024-10-17 09:52:39
2630,3612192326,2536,60,Business,USD,202458.74,Closed,2024-12-03 22:22:17
2631,4020582737,7926,90,Saving,VND,46795.07,Inactive,2023-06-25 18:20:41
2632,6966835823,8477,55,Saving,USD,284418.24,Inactive,2020-12-26 06:02:18
2633,6950162261,5837,75,Business,EUR,260706.0,Closed,2025-02-14 19:15:21
2634,1855584194,6781,9,Checking,USD,359736.64,Active,2023-09-18 07:51:19
2635,6185654886,3107,33,Checking,EUR,269605.35,Closed,2025-12-12 03:14:38
2636,6788660328,5361,57,Business,USD,272761.62,Active,2022-08-04 12:01:36
2637,3186910855,4626,21,Checking,VND,329763.13,Active,2019-11-15 14:20:38
2638,7365046312,9168,6,Saving,EUR,165192.41,Inactive,2023-03-24 14:39:48
2639,9285123081,7009,71,Checking,EUR,434516.57,Active,2016-07-25 18:33:05
2640,4334474378,106,20,Business,VND,102333.82,Inactive,2018-04-15 03:14:18
2641,6062776482,6296,56,Business,EUR,405578.4,Active,2018-01-23 19:27:34
2642,6390382687,1141,82,Checking,EUR,355089.18,Active,2024-05-02 11:49:17
2643,2374111231,8485,48,Checking,VND,53337.02,Active,2016-11-27 12:06:23
2644,7633012221,3121,1,Business,EUR,461936.46,Active,2020-09-15 05:56:52
2645,4617952074,7483,98,Saving,EUR,432528.09,Active,2025-07-02 07:30:58
2646,9375749079,7785,61,Checking,EUR,475068.2,Active,2017-09-26 00:16:42
2647,2256232489,5228,17,Business,EUR,240417.66,Closed,2017-12-10 06:38:05
2648,9252958800,3251,1,Business,USD,4409.2,Active,2025-03-18 17:24:15
2649,1628898562,788,19,Business,VND,70492.06,Inactive,2020-02-02 14:27:35
2650,8194652984,8010,28,Business,USD,174464.5,Closed,2017-09-22 09:52:28
2651,8139159634,7695,13,Business,EUR,451655.2,Active,2018-06-03 04:56:07
2652,3038978817,6164,47,Business,EUR,217307.8,Inactive,2023-10-01 05:58:49
2653,7250289619,4850,6,Business,EUR,361742.37,Inactive,2021-05-13 05:06:08
2654,2007293126,4712,100,Checking,USD,8830.95,Closed,2022-07-19 13:48:09
2655,2574730427,2646,37,Saving,EUR,189992.95,Closed,2023-04-27 05:31:46
2656,2565641348,7519,80,Saving,EUR,91231.25,Active,2021-08-13 11:59:10
2657,3488742053,4234,32,Business,EUR,6741.27,Active,2019-01-04 02:35:46
2658,6516945248,3986,54,Saving,USD,167354.01,Closed,2021-08-07 11:09:54
2659,3520045631,1354,43,Saving,EUR,351079.3,Active,2018-10-14 15:55:26
2660,5592362860,2481,54,Saving,USD,252009.29,Active,2024-12-17 22:01:50
2661,7018648122,9184,74,Business,USD,334745.38,Inactive,2016-09-15 06:07:42
2662,9202249646,9796,59,Business,USD,110406.46,Inactive,2025-10-02 00:45:59
2663,4065447021,5869,63,Saving,EUR,93526.84,Inactive,2022-03-23 17:32:04
2664,7745052966,7734,73,Saving,VND,192263.51,Closed,2020-10-06 08:57:08
2665,8016131033,4648,87,Saving,USD,11570.58,Active,2018-07-09 17:45:20
2666,8118477454,6936,47,Saving,EUR,71079.31,Inactive,2026-03-21 14:17:40
2667,7608778051,4324,76,Saving,EUR,249080.18,Active,2022-08-26 00:50:01
2668,2245962508,646,5,Business,EUR,337683.11,Active,2025-02-26 16:19:53
2669,9679231761,6409,86,Saving,USD,152166.69,Closed,2024-09-19 00:40:02
2670,5369991885,1410,76,Saving,EUR,382868.51,Inactive,2022-10-01 06:44:46
2671,5910182221,1877,52,Business,USD,364843.61,Closed,2026-01-04 08:46:02
2672,6302015913,6895,84,Saving,VND,299176.52,Active,2022-11-09 00:18:10
2673,4486755506,1465,8,Saving,EUR,18954.36,Active,2017-10-11 11:11:26
2674,2008441755,9062,57,Business,USD,363586.5,Inactive,2024-12-24 02:56:50
2675,1192650241,8630,83,Saving,VND,349540.25,Inactive,2024-05-26 21:32:24
2676,5571859381,8909,77,Saving,EUR,341503.11,Closed,2021-11-27 08:48:21
2677,4176536718,809,34,Business,USD,316715.28,Inactive,2023-09-16 23:23:12
2678,2824062052,3973,99,Checking,VND,85279.8,Closed,2024-04-01 05:42:25
2679,9696160042,1350,18,Saving,EUR,317631.19,Closed,2018-09-16 01:14:03
2680,5581784456,9373,39,Checking,EUR,490698.22,Inactive,2022-09-05 17:02:14
2681,4636996268,5694,92,Saving,USD,496754.74,Active,2026-01-19 00:42:38
2682,2050149115,7089,64,Saving,EUR,223987.51,Closed,2025-09-25 23:57:39
2683,1599182988,9138,75,Saving,EUR,154281.52,Closed,2020-08-11 10:42:15
2684,6294752013,6688,94,Checking,EUR,14487.94,Closed,2018-09-26 11:28:54
2685,5740981652,7960,55,Checking,EUR,433400.29,Closed,2024-10-08 13:39:51
2686,7422005186,6523,17,Business,EUR,271392.14,Active,2025-03-09 17:15:39
2687,6309384962,8926,68,Business,EUR,178831.77,Active,2019-05-06 02:32:36
2688,3748264952,7535,52,Saving,EUR,79541.76,Inactive,2021-12-31 18:38:14
2689,7151490104,7273,66,Business,EUR,5695.41,Closed,2017-07-07 23:02:35
2690,3954020838,7333,83,Checking,USD,474806.22,Inactive,2023-05-13 04:55:57
2691,1725884178,9017,83,Business,EUR,446006.14,Closed,2017-04-10 04:26:34
2692,5297869651,4775,75,Business,USD,404230.9,Closed,2025-11-19 09:01:44
2693,3299785968,2222,42,Checking,EUR,238362.93,Inactive,2021-07-14 14:32:38
2694,5949064733,5288,78,Checking,VND,148263.27,Closed,2021-07-28 12:26:32
2695,4601779423,9127,48,Business,EUR,12415.91,Active,2023-12-11 15:18:30
2696,4969742424,4767,16,Checking,USD,445981.62,Inactive,2017-07-31 06:35:46
2697,6710852405,9035,75,Saving,EUR,35078.51,Active,2021-12-21 17:48:28
2698,6997843248,1521,69,Business,VND,40231.37,Active,2016-10-08 23:33:16
2699,2840524582,919,84,Checking,USD,2280.96,Closed,2019-10-23 04:25:00
2700,6083676509,4420,77,Business,EUR,90555.43,Inactive,2022-11-13 15:14:49
2701,9113165802,5728,82,Checking,USD,313267.03,Closed,2016-12-10 11:40:32
2702,1842573576,2024,14,Business,USD,170013.71,Active,2018-02-26 09:07:55
2703,9863987260,8310,51,Business,USD,246754.46,Active,2019-02-25 23:43:18
2704,5161991572,6579,85,Business,EUR,172380.31,Active,2017-01-22 21:06:42
2705,1696003505,3098,53,Business,USD,410437.82,Closed,2020-02-21 16:58:33
2706,3408589620,6299,22,Saving,USD,391251.27,Inactive,2023-09-20 13:24:26
2707,3744220616,325,18,Checking,USD,452358.8,Closed,2018-04-16 13:41:09
2708,8346909445,2276,34,Business,EUR,225671.03,Active,2020-11-22 09:18:47
2709,8022513504,408,90,Checking,VND,442076.38,Closed,2025-03-19 06:48:35
2710,6485057433,6407,85,Business,VND,450655.6,Closed,2020-06-13 10:01:07
2711,7425433471,815,93,Checking,EUR,451618.74,Active,2021-01-02 20:50:07
2712,6600331917,6106,29,Checking,VND,362304.34,Inactive,2020-08-25 12:32:51
2713,8828528214,5799,66,Saving,EUR,373794.41,Inactive,2022-03-12 18:49:08
2714,3176159094,4861,72,Business,USD,330709.09,Inactive,2018-02-16 12:21:53
2715,9352422765,2622,54,Checking,USD,217144.88,Inactive,2016-12-01 09:29:38
2716,8859233487,8481,41,Saving,USD,14746.34,Closed,2023-11-20 02:36:30
2717,8779921135,7746,47,Business,VND,2387.25,Closed,2021-08-23 10:36:10
2718,2248665943,2607,99,Business,VND,385749.61,Closed,2019-06-17 11:41:41
2719,3408843891,4126,39,Saving,EUR,215368.72,Closed,2020-11-07 17:22:29
2720,8260680104,8775,5,Checking,USD,381603.17,Inactive,2025-12-27 14:04:00
2721,5550833043,523,77,Saving,EUR,134643.05,Inactive,2020-11-10 02:44:11
2722,4533605888,838,59,Saving,VND,86190.45,Closed,2024-07-07 10:03:28
2723,4257677900,9293,6,Business,VND,223473.61,Closed,2024-08-03 10:38:30
2724,6646732159,5659,86,Business,EUR,2493.11,Closed,2016-09-06 01:09:44
2725,4974460167,1040,54,Saving,VND,279591.39,Inactive,2026-05-16 13:05:25
2726,5767150338,630,87,Saving,EUR,348631.24,Active,2022-07-07 04:57:27
2727,2475307038,3031,72,Saving,VND,104937.89,Active,2024-08-17 07:57:47
2728,4799836394,2282,60,Business,VND,385912.17,Closed,2017-01-13 01:59:30
2729,8552409831,3082,11,Business,EUR,452833.25,Active,2021-07-13 00:36:28
2730,1610899978,5777,74,Saving,VND,496879.98,Active,2017-11-29 18:34:10
2731,7017700189,3026,59,Checking,USD,275725.2,Closed,2020-02-11 02:10:07
2732,8163309371,1819,89,Saving,EUR,181802.34,Active,2024-11-27 14:36:35
2733,3270017841,9077,92,Business,VND,174345.94,Inactive,2022-03-27 00:25:26
2734,5099803681,4253,81,Checking,USD,399113.35,Closed,2019-10-15 16:39:50
2735,9937061045,3804,42,Saving,USD,238370.57,Inactive,2025-05-28 03:13:32
2736,6830328486,3604,89,Checking,EUR,15722.19,Inactive,2018-04-25 06:06:17
2737,5877847867,3056,70,Saving,VND,227868.19,Active,2021-10-27 03:25:35
2738,7194467511,6313,13,Saving,USD,333933.59,Inactive,2026-01-31 09:57:19
2739,7122054903,1664,23,Checking,USD,256896.36,Closed,2025-06-02 10:56:22
2740,8108182561,6427,21,Saving,EUR,310755.98,Active,2021-04-21 22:39:55
2741,2005200091,9888,56,Saving,USD,395070.8,Active,2025-08-25 16:36:12
2742,7862124607,1209,56,Business,VND,470518.35,Inactive,2020-01-27 10:47:26
2743,2441334497,5406,93,Business,EUR,269972.46,Active,2020-02-28 03:10:22
2744,7093583669,3729,87,Saving,USD,476138.9,Active,2025-07-28 03:01:41
2745,5460230355,8227,45,Saving,EUR,145946.99,Active,2019-11-27 03:19:25
2746,1245604745,6051,78,Saving,VND,148960.19,Active,2023-08-08 15:31:29
2747,4102477341,1755,32,Checking,USD,235743.19,Inactive,2020-05-24 06:02:10
2748,7191467734,7645,24,Business,EUR,32055.29,Closed,2025-04-17 06:55:42
2749,6717612593,9675,4,Business,VND,314392.52,Active,2017-08-29 19:32:18
2750,4845284736,8542,91,Saving,EUR,149647.39,Inactive,2021-06-14 15:23:09
2751,2599927545,1386,5,Business,EUR,427891.29,Closed,2017-11-18 23:55:12
2752,7372911048,1945,87,Business,USD,160414.55,Inactive,2023-01-20 22:02:11
2753,3510608411,7663,78,Saving,VND,451634.66,Inactive,2022-11-20 10:47:52
2754,4474189836,7405,28,Saving,EUR,55860.2,Inactive,2019-10-20 15:01:50
2755,3638757891,878,94,Business,VND,114371.15,Closed,2019-08-02 03:48:20
2756,1668381922,1605,76,Business,USD,198595.4,Active,2024-03-01 18:46:05
2757,8674446153,7253,28,Business,VND,217631.22,Inactive,2021-02-09 04:05:44
2758,5410523460,2244,73,Business,EUR,225665.32,Active,2020-12-22 04:17:39
2759,6549172980,9747,95,Business,EUR,40579.48,Active,2020-07-18 08:02:23
2760,5537545737,4492,41,Saving,USD,404451.37,Active,2019-09-14 11:58:17
2761,1025247551,6182,96,Business,USD,280274.62,Closed,2016-12-30 08:51:35
2762,3632461954,3491,96,Checking,EUR,173175.43,Active,2023-05-27 14:02:20
2763,7011945150,6498,7,Saving,EUR,389577.79,Inactive,2024-04-04 14:23:20
2764,9626479694,3371,35,Checking,EUR,344917.87,Closed,2021-07-04 18:01:28
2765,6789554402,1128,69,Business,EUR,73183.21,Inactive,2016-08-14 22:33:49
2766,1413426122,1238,32,Business,EUR,66168.02,Active,2022-06-18 16:32:52
2767,1307824437,5138,13,Saving,USD,140480.56,Active,2022-04-18 12:58:14
2768,2333606165,2440,1,Saving,USD,267755.06,Closed,2025-02-11 16:45:06
2769,6021070068,3868,23,Saving,EUR,370142.01,Closed,2025-09-29 08:42:32
2770,4140497603,6337,67,Saving,EUR,389889.61,Inactive,2017-04-26 08:20:17
2771,6249582297,149,31,Business,EUR,338400.73,Closed,2021-06-11 15:30:58
2772,9959102941,7847,32,Business,VND,300156.31,Inactive,2016-08-29 11:34:34
2773,7382716294,7900,24,Saving,USD,11665.07,Active,2018-06-03 16:08:10
2774,5641968469,1634,100,Saving,VND,456671.04,Inactive,2025-10-13 03:36:03
2775,5785194459,3956,35,Business,VND,435693.63,Active,2019-01-15 05:06:54
2776,2377142646,2955,28,Checking,USD,264590.25,Active,2025-01-23 20:25:01
2777,4284566868,9571,97,Saving,EUR,132489.22,Closed,2026-05-02 00:14:01
2778,6600346133,4253,47,Checking,EUR,236358.21,Closed,2020-01-18 07:59:15
2779,6993317138,5545,50,Saving,EUR,93113.59,Inactive,2022-06-28 16:51:32
2780,3141111200,3872,57,Checking,EUR,342209.23,Active,2025-01-18 08:10:39
2781,7444495071,2317,55,Saving,EUR,177252.26,Active,2018-06-09 03:06:39
2782,8856273191,7220,70,Saving,USD,186190.42,Inactive,2020-01-01 19:03:01
2783,6186058041,1613,26,Business,EUR,238965.9,Inactive,2018-07-03 05:13:05
2784,1199880352,2291,28,Business,EUR,463821.9,Inactive,2022-06-05 15:19:42
2785,8160641932,1128,39,Checking,VND,442884.6,Active,2022-09-02 18:35:02
2786,7417707967,3356,94,Saving,USD,148498.75,Closed,2022-07-11 00:00:24
2787,1474379081,7489,54,Saving,EUR,149165.32,Closed,2023-03-07 06:57:36
2788,3881675356,6138,24,Checking,EUR,113459.43,Closed,2020-12-15 21:05:31
2789,2810321015,6811,34,Checking,USD,420875.29,Inactive,2026-05-28 11:26:57
2790,6640124123,8826,73,Checking,EUR,255305.86,Inactive,2021-04-14 20:38:01
2791,4981317279,3547,49,Business,EUR,389726.91,Active,2020-02-21 23:10:35
2792,1012841575,4560,70,Saving,VND,341487.42,Closed,2017-03-04 07:29:36
2793,6273521228,3720,89,Saving,VND,288368.9,Active,2018-06-24 09:45:42
2794,3550605518,2748,62,Saving,VND,164982.29,Active,2024-05-11 03:07:10
2795,2203276113,716,34,Saving,VND,371439.12,Closed,2025-08-15 23:05:45
2796,1404533615,8901,58,Saving,USD,256830.13,Inactive,2019-06-10 03:47:58
2797,3060786466,8497,25,Saving,USD,268283.13,Inactive,2021-10-29 09:53:39
2798,9358007444,876,62,Checking,EUR,224154.97,Closed,2020-11-26 17:59:19
2799,7771235501,4668,75,Business,VND,312178.63,Active,2017-06-04 13:41:44
2800,2356023528,2209,14,Checking,USD,55278.39,Closed,2025-06-30 01:58:29
2801,8961440460,5501,54,Checking,EUR,368910.91,Closed,2020-01-07 09:00:13
2802,3847175007,155,56,Saving,VND,105708.53,Closed,2022-04-30 02:11:54
2803,6640937370,3986,13,Checking,USD,414562.35,Active,2019-04-09 19:10:19
2804,7856389931,6006,46,Checking,USD,372448.72,Inactive,2017-09-12 07:49:24
2805,5738876853,9777,40,Business,VND,109037.51,Closed,2020-01-29 03:12:05
2806,3178049115,1453,74,Saving,EUR,426487.51,Closed,2021-04-22 18:00:56
2807,3513618547,6422,68,Saving,EUR,23775.83,Active,2022-08-22 13:40:13
2808,5350664663,1260,55,Checking,VND,94343.71,Closed,2019-02-02 03:18:16
2809,3987610798,1883,50,Saving,EUR,97315.53,Active,2022-05-17 12:49:53
2810,2039712457,7704,79,Business,VND,133953.66,Active,2026-01-07 22:39:44
2811,5489997432,9865,8,Saving,VND,336310.43,Closed,2022-04-24 17:21:36
2812,6565648575,8453,100,Checking,EUR,112531.24,Closed,2023-05-08 03:34:41
2813,4726205255,9793,76,Business,USD,76658.98,Inactive,2023-09-30 19:01:57
2814,3714924293,2384,42,Checking,USD,219028.89,Inactive,2019-08-08 04:57:55
2815,4177273646,5287,72,Saving,EUR,369553.08,Inactive,2019-04-27 05:53:48
2816,8868686875,6898,23,Saving,EUR,495729.71,Closed,2019-08-23 00:11:36
2817,6101861154,612,16,Business,EUR,197642.97,Closed,2019-05-27 16:20:39
2818,7864363337,5866,34,Saving,USD,361691.61,Closed,2019-10-19 19:08:17
2819,6375963846,3830,13,Checking,VND,108892.26,Active,2018-08-23 05:09:05
2820,3590328042,143,99,Checking,EUR,200031.42,Closed,2019-05-28 11:47:29
2821,8459835842,756,84,Business,VND,347912.18,Inactive,2021-01-28 11:28:49
2822,7607288921,2222,81,Checking,EUR,16152.01,Closed,2016-08-03 21:46:06
2823,4720488171,1764,59,Checking,EUR,388222.27,Active,2025-11-11 08:42:48
2824,4975976994,6858,52,Business,USD,33364.62,Active,2025-10-13 02:33:49
2825,7965148678,3148,55,Checking,USD,239161.7,Active,2020-06-27 00:16:08
2826,5814760901,3709,91,Checking,USD,353202.97,Active,2022-06-07 15:28:35
2827,2312670490,2813,83,Saving,EUR,425506.89,Inactive,2023-03-04 23:07:49
2828,9993908985,8606,93,Saving,USD,205956.17,Active,2019-05-01 22:14:47
2829,6302946647,5123,40,Saving,USD,445790.89,Active,2018-03-22 10:13:01
2830,6626423858,4399,22,Checking,EUR,436320.32,Inactive,2017-06-07 08:12:09
2831,1132359443,4580,32,Checking,USD,348883.56,Inactive,2021-08-19 15:53:49
2832,7181395301,5752,90,Saving,USD,334187.0,Closed,2025-04-25 23:44:06
2833,6739635525,4489,2,Business,EUR,142575.07,Inactive,2018-09-04 05:23:07
2834,7420945161,3153,80,Business,EUR,353369.97,Active,2017-06-01 06:46:43
2835,3007717269,5242,40,Business,USD,150110.96,Inactive,2025-09-16 07:41:22
2836,5252525649,915,66,Saving,VND,430052.95,Closed,2020-12-26 08:49:31
2837,4349651569,446,83,Saving,VND,191727.09,Closed,2022-09-07 19:12:55
2838,2147476965,9469,76,Saving,USD,317123.24,Active,2023-08-16 13:35:38
2839,6333756359,6263,92,Checking,VND,291584.7,Inactive,2019-02-24 09:39:14
2840,3576758687,2751,73,Checking,USD,115933.23,Inactive,2023-11-02 08:14:30
2841,9990528458,4097,12,Saving,EUR,411377.8,Active,2023-04-06 01:18:02
2842,8705134595,2078,36,Business,EUR,429345.01,Inactive,2025-08-12 08:39:14
2843,5304418838,6958,87,Saving,EUR,372365.45,Inactive,2023-05-26 03:44:53
2844,2761415531,3303,39,Business,EUR,269445.1,Active,2021-05-24 20:37:10
2845,5089977015,4217,27,Checking,VND,51353.56,Closed,2025-08-19 04:36:28
2846,7557599634,7147,79,Checking,EUR,18737.52,Inactive,2017-10-21 03:27:58
2847,2236822210,4658,32,Business,EUR,88379.87,Closed,2016-12-25 13:48:44
2848,5057517840,9085,43,Checking,USD,224938.42,Active,2018-07-01 03:42:01
2849,4577122992,9464,45,Saving,EUR,316837.43,Closed,2024-02-28 19:08:37
2850,9541385123,9975,35,Checking,EUR,432827.84,Active,2016-07-14 15:54:47
2851,7740170440,9914,55,Checking,VND,104843.69,Closed,2017-08-19 17:19:26
2852,8996744137,6634,43,Saving,VND,229007.62,Closed,2025-07-06 06:22:09
2853,3246412560,75,5,Business,EUR,170177.46,Active,2026-05-04 01:15:38
2854,9373210359,3478,36,Checking,EUR,364889.95,Closed,2020-11-09 13:05:41
2855,9430468809,7041,58,Business,EUR,305684.14,Inactive,2022-03-08 04:06:46
2856,2962736275,6695,90,Saving,VND,350170.01,Closed,2016-12-30 10:33:32
2857,8967658407,9573,7,Saving,VND,310650.62,Active,2020-05-25 12:32:36
2858,1347005773,3521,68,Checking,EUR,466177.85,Inactive,2021-03-16 20:11:09
2859,5735755621,6426,62,Checking,VND,216124.35,Inactive,2022-05-03 09:48:06
2860,9590155862,5550,10,Business,EUR,252641.07,Active,2020-09-17 18:41:28
2861,3947313852,6298,63,Business,VND,130453.65,Closed,2024-01-21 07:33:30
2862,3933851809,3350,37,Business,USD,484831.4,Inactive,2016-08-28 07:08:08
2863,7515993285,306,36,Checking,USD,322891.93,Inactive,2021-02-05 12:11:49
2864,6279915600,5623,40,Saving,USD,412429.52,Closed,2022-06-15 00:07:47
2865,9165595583,2916,72,Checking,USD,235867.27,Closed,2025-07-15 00:23:54
2866,2914278120,4927,5,Saving,VND,27942.95,Closed,2020-09-25 09:40:51
2867,4690515516,8830,42,Business,VND,213973.5,Active,2024-01-29 02:15:20
2868,8540115274,4930,66,Saving,EUR,205694.93,Active,2024-05-02 20:36:50
2869,8510416166,9164,7,Business,VND,98011.59,Closed,2018-08-17 08:30:54
2870,2506648587,311,93,Saving,USD,384913.27,Active,2023-05-11 15:46:43
2871,7777911944,9849,43,Saving,EUR,324296.22,Active,2024-05-06 10:51:15
2872,8555242692,8253,48,Saving,EUR,244913.8,Inactive,2018-05-16 04:57:10
2873,7546306953,7780,7,Saving,VND,163841.2,Active,2022-09-28 08:19:09
2874,2814460577,4158,39,Business,VND,105721.29,Closed,2018-10-03 18:30:56
2875,6403777434,8335,100,Business,VND,373629.49,Closed,2019-04-02 01:45:15
2876,2050571152,1720,69,Saving,EUR,481505.69,Active,2021-05-11 20:41:53
2877,6249954653,7205,87,Checking,USD,238441.22,Closed,2017-09-28 04:18:24
2878,4874817961,7349,29,Saving,VND,150796.43,Inactive,2022-02-01 23:40:08
2879,7274878862,7013,23,Business,VND,445107.08,Inactive,2019-05-11 07:17:56
2880,6980369649,8818,41,Business,USD,254769.18,Closed,2021-08-06 09:02:32
2881,7895370352,8125,34,Checking,VND,306676.54,Closed,2020-09-03 19:54:55
2882,2435731500,9625,46,Saving,VND,374977.3,Inactive,2024-08-01 13:22:10
2883,4733241041,3933,61,Checking,VND,210003.8,Inactive,2018-01-03 05:56:08
2884,2208571812,4345,20,Saving,VND,210683.09,Inactive,2020-09-06 03:11:07
2885,5640785576,9778,57,Checking,USD,149093.99,Active,2019-12-27 13:29:07
2886,4336999453,974,80,Business,USD,394404.3,Closed,2021-03-24 13:43:38
2887,4082185253,9355,36,Business,USD,398174.74,Inactive,2021-02-12 08:39:12
2888,7006202502,8295,20,Saving,EUR,145323.32,Inactive,2022-10-04 07:13:55
2889,2474914428,8608,43,Business,EUR,211390.95,Active,2019-11-20 06:28:22
2890,3906979852,6744,56,Saving,EUR,341800.8,Closed,2023-06-18 04:42:53
2891,4275735718,604,34,Checking,USD,427748.05,Closed,2020-03-19 19:30:50
2892,4164800403,1150,8,Business,USD,407484.88,Closed,2024-03-16 17:10:04
2893,8154019010,6905,10,Saving,EUR,344748.49,Closed,2025-03-02 04:23:06
2894,1345099769,8973,14,Business,VND,251240.97,Closed,2024-01-25 17:36:15
2895,9425272454,4534,52,Checking,USD,156048.28,Inactive,2024-09-24 15:22:41
2896,7315250486,6965,12,Business,EUR,382080.99,Inactive,2025-10-28 15:33:34
2897,7490218407,1,36,Business,VND,366565.52,Inactive,2019-03-04 17:13:57
2898,4802927858,260,95,Checking,EUR,66670.3,Inactive,2024-11-28 05:40:41
2899,2610300273,8631,83,Business,USD,138185.57,Active,2018-05-19 07:47:06
2900,4012419787,3794,1,Business,USD,287168.35,Active,2017-04-22 16:47:28
2901,7426901412,4683,3,Checking,VND,419104.13,Closed,2018-02-28 12:01:24
2902,7592903310,2863,20,Saving,VND,27492.09,Active,2023-12-17 08:15:53
2903,9968920059,6366,49,Saving,VND,242328.29,Inactive,2025-11-20 00:00:24
2904,4726377459,3494,71,Business,USD,126739.89,Closed,2021-05-29 16:12:59
2905,2458503016,4279,59,Checking,VND,413824.14,Active,2018-05-18 00:51:51
2906,6102324954,9924,34,Checking,USD,8441.84,Closed,2022-04-08 14:31:17
2907,4100996604,8267,62,Business,USD,419167.52,Active,2018-12-09 13:57:32
2908,8986068677,6777,40,Checking,VND,151292.92,Active,2019-08-02 01:27:59
2909,2573971876,8282,87,Saving,USD,70762.99,Closed,2017-04-09 21:56:07
2910,2605836953,4384,54,Checking,EUR,407375.91,Inactive,2025-06-09 04:31:27
2911,7605506578,2750,89,Saving,VND,275233.63,Inactive,2024-02-02 16:16:46
2912,3662350253,9460,67,Checking,EUR,443107.73,Active,2023-04-19 12:52:53
2913,4937083693,9077,49,Checking,VND,403844.77,Active,2020-03-15 18:09:41
2914,6913267137,5656,98,Business,USD,107644.58,Active,2022-08-12 13:25:29
2915,6241317166,8725,98,Business,USD,273911.05,Closed,2019-06-29 01:33:25
2916,4287494121,910,26,Business,USD,409580.21,Inactive,2021-04-03 05:20:56
2917,6107053685,2083,91,Business,USD,155947.2,Active,2018-05-17 03:40:56
2918,4612858179,853,76,Business,USD,86777.1,Closed,2022-12-27 11:13:38
2919,2350315405,7737,25,Checking,USD,495074.1,Inactive,2022-01-27 14:39:41
2920,8403360017,1444,26,Saving,USD,166236.84,Closed,2019-02-18 19:14:57
2921,6825515234,3208,7,Saving,VND,111806.16,Active,2024-04-30 11:05:55
2922,6614861581,169,58,Checking,EUR,44066.65,Closed,2017-01-30 04:36:46
2923,9793742084,6673,47,Business,EUR,151609.28,Inactive,2016-11-13 16:18:53
2924,6668354702,6665,95,Business,VND,118766.7,Inactive,2026-02-26 22:12:43
2925,9101791071,1961,72,Business,USD,298858.17,Active,2024-07-25 11:34:34
2926,5902099884,9797,35,Checking,USD,27632.69,Inactive,2025-12-23 22:22:48
2927,3939629904,1688,3,Checking,USD,458867.25,Closed,2025-10-04 05:44:37
2928,8046823725,1529,3,Saving,EUR,363382.42,Closed,2019-08-13 00:09:50
2929,1568717010,4097,18,Business,USD,202308.47,Active,2020-06-30 04:35:06
2930,1540933236,1372,82,Checking,VND,463942.55,Inactive,2024-05-23 06:25:03
2931,8654335825,9314,100,Checking,USD,15335.45,Active,2018-08-12 17:45:26
2932,8006926443,8136,74,Business,USD,372903.08,Active,2018-03-02 13:59:50
2933,1989537086,5763,64,Saving,USD,275678.98,Inactive,2023-09-06 15:37:59
2934,9801059356,3298,21,Saving,USD,23408.57,Closed,2024-07-28 01:47:02
2935,8133975751,4380,72,Checking,EUR,246723.55,Active,2026-06-15 23:35:09
2936,1524401035,9996,45,Saving,VND,167405.09,Closed,2025-11-23 07:22:51
