card_id,account_id,card_number,card_type,credit_limit,expiry_date,status
3099,8333,30105887777143,Debit,,2030-05-23,Expired
3100,8691,180080031914900,Debit,,2027-12-24,Blocked
3101,9377,4789718759131,Debit,10000.0,2027-12-22,Expired
3102,2061,3529495282751765,Credit,10000.0,2027-06-24,Active
3103,5450,501825145060,Debit,10000.0,2030-11-24,Expired
3104,14256,5542086180387915,Credit,10000.0,2028-07-13,Blocked
3105,6252,3578549806976553,Debit,10000.0,2027-05-28,Expired
3106,8211,345111738947257,Debit,10000.0,2029-09-04,Blocked
3107,9534,341772885259947,Credit,10000.0,2028-01-25,Active
3108,6130,4062778763230750,Credit,10000.0,2027-08-25,Blocked
3109,4429,4219554042726716,Credit,,2027-09-17,Active
3110,5772,36182600998763,Debit,10000.0,2030-05-31,Blocked
3111,3629,4088406402867112426,Debit,10000.0,2027-12-12,Active
3112,4248,3517926971753393,Debit,5000.0,2028-04-27,Expired
3113,10203,2233499061975362,Credit,20000.0,2026-11-18,Expired
3114,1963,6524840373155517,Debit,20000.0,2031-01-18,Expired
3115,5813,4633249204624456,Debit,20000.0,2027-11-14,Active
3116,9245,566483692505,Credit,,2027-06-09,Expired
3117,14862,502016424868,Debit,20000.0,2030-11-27,Blocked
3118,9081,2259901143610049,Credit,10000.0,2030-10-21,Expired
3119,6235,2239532189732549,Debit,,2030-06-07,Blocked
3120,2680,5529970557296865,Credit,20000.0,2026-09-13,Expired
3121,1014,6559603748702100,Credit,,2029-06-19,Blocked
3122,10043,6011362722507157,Debit,,2027-05-14,Expired
3123,2537,4882175866484750229,Debit,5000.0,2026-07-27,Active
3124,13648,4147533499690,Credit,5000.0,2030-03-01,Expired
3125,11356,213134505473074,Credit,20000.0,2028-02-05,Blocked
3126,11327,060402868222,Credit,20000.0,2027-01-10,Active
3127,4317,180000073407779,Debit,5000.0,2030-05-17,Blocked
3128,8295,4699856247239,Credit,,2029-11-24,Expired
3129,11677,30303864806122,Debit,5000.0,2030-09-22,Blocked
3130,41,340519281046563,Credit,20000.0,2029-06-05,Expired
3131,5663,4875701786577,Debit,5000.0,2029-12-16,Expired
3132,14760,4796686907971135,Debit,10000.0,2027-12-11,Blocked
3133,13111,4611339871683,Debit,5000.0,2026-10-11,Active
3134,9816,060411214384,Credit,20000.0,2029-01-27,Blocked
3135,8953,3576790384640573,Credit,10000.0,2026-11-29,Active
3136,11569,4039892811120,Credit,10000.0,2030-03-21,Active
3137,11930,213183750130079,Credit,20000.0,2030-02-11,Expired
3138,3194,5135969452622825,Debit,20000.0,2028-06-25,Expired
3139,12445,3515472642746989,Debit,5000.0,2028-11-28,Active
3140,272,3547316221337607,Debit,5000.0,2029-08-19,Expired
3141,9592,3550082232435061,Credit,,2030-02-06,Blocked
3142,5727,4254771809477962,Debit,,2030-02-02,Active
3143,11589,4334372853266,Credit,20000.0,2028-06-12,Blocked
3144,13533,180002769509579,Debit,20000.0,2026-09-21,Active
3145,12789,4430989132176849,Debit,5000.0,2028-01-12,Blocked
3146,5154,6011461623542212,Debit,10000.0,2027-02-04,Expired
3147,10093,2720485184352753,Debit,5000.0,2029-08-17,Active
3148,14917,2456388591267251,Credit,5000.0,2027-04-19,Active
3149,8317,4772763488319469,Credit,20000.0,2029-05-07,Expired
3150,3577,4524156012520532344,Credit,10000.0,2028-07-16,Expired
3151,2224,3512643358687566,Credit,10000.0,2027-09-21,Blocked
3152,14315,30268852731840,Credit,10000.0,2030-08-27,Blocked
3153,3930,4033761967012147,Debit,10000.0,2029-03-02,Blocked
3154,4785,4852318147907,Credit,20000.0,2028-11-30,Active
3155,8067,4214949013763828,Credit,20000.0,2026-08-23,Expired
3156,13543,4183908280478343,Credit,20000.0,2030-03-20,Expired
3157,3252,4619203399645990676,Credit,5000.0,2027-01-14,Blocked
3158,9381,4475023096071162,Credit,20000.0,2029-10-18,Blocked
3159,14329,3531373560943378,Credit,,2030-01-01,Expired
3160,1064,4715061545368342,Debit,20000.0,2030-09-24,Blocked
3161,10228,4162023896794417,Credit,5000.0,2029-10-28,Active
3162,6453,2290798148259116,Debit,5000.0,2029-07-10,Expired
3163,605,4633314495590901291,Debit,10000.0,2029-08-11,Blocked
3164,9063,4602346793124896434,Credit,,2030-12-18,Blocked
3165,4358,501859822576,Credit,5000.0,2027-12-06,Active
3166,2432,502062398552,Credit,,2030-09-19,Active
3167,5243,6536328153910935,Credit,20000.0,2029-02-14,Expired
3168,6052,676396307321,Debit,,2030-04-01,Expired
3169,7335,4030399466397823993,Debit,20000.0,2029-08-05,Expired
3170,13068,3590065188481421,Credit,10000.0,2027-01-28,Blocked
3171,8776,502044848286,Debit,,2027-12-29,Blocked
3172,2072,576803748218,Debit,,2031-01-04,Blocked
3173,4034,3550851531595886,Credit,20000.0,2027-04-30,Expired
3174,1577,213145360531269,Debit,5000.0,2027-02-16,Active
3175,5352,3532182851781275,Credit,10000.0,2031-03-24,Blocked
3176,13405,4426277106467,Debit,10000.0,2027-07-15,Blocked
3177,10205,30540244654603,Debit,20000.0,2027-09-13,Expired
3178,4243,576418344536,Debit,,2028-09-07,Active
3179,7903,3522570902266654,Credit,,2028-09-20,Expired
3180,11308,5224234630436248,Credit,20000.0,2026-09-15,Active
3181,10986,4441135026384035,Debit,5000.0,2029-10-01,Active
3182,5303,374384559715665,Debit,,2028-08-28,Expired
3183,13586,503805922773,Debit,,2030-03-16,Active
3184,6552,4306040996305131,Debit,20000.0,2029-08-13,Expired
3185,4035,375526131315682,Debit,10000.0,2028-03-29,Blocked
3186,8035,4120042543251838,Credit,,2028-07-11,Blocked
3187,7671,30476630235170,Credit,10000.0,2029-01-05,Blocked
3188,10293,4684578939727,Debit,5000.0,2026-09-02,Expired
3189,7905,4952438286637529046,Debit,5000.0,2029-01-13,Active
3190,9618,4801162357562405,Credit,5000.0,2028-12-19,Active
3191,14710,4903804888239,Credit,,2027-06-14,Expired
3192,9827,377993027178426,Credit,20000.0,2029-06-16,Active
3193,14023,4151884379797554,Debit,,2030-04-10,Active
3194,13402,6527702795438219,Debit,20000.0,2027-12-08,Blocked
3195,7411,2252591908248452,Credit,5000.0,2028-06-25,Active
3196,12632,4321114229809903,Credit,20000.0,2027-04-13,Expired
3197,9367,4220725289220632,Debit,10000.0,2030-04-24,Blocked
3198,1417,5203313177004729,Debit,10000.0,2026-10-19,Blocked
3199,13754,4892698188545564,Credit,20000.0,2027-05-23,Blocked
3200,12918,349293532433365,Credit,10000.0,2026-11-29,Active
3201,7423,676249170116,Debit,20000.0,2030-09-12,Active
3202,11305,4400587065229217,Credit,5000.0,2027-06-16,Expired
3203,6140,3539458499827271,Credit,5000.0,2031-06-03,Expired
3204,4282,4533279836585,Debit,20000.0,2030-11-30,Blocked
3205,9512,4904658591416643,Credit,20000.0,2031-01-26,Active
3206,4942,3578393681147257,Debit,5000.0,2027-06-02,Active
3207,3222,4470465153346578871,Debit,10000.0,2028-01-11,Active
3208,1783,38282069223667,Credit,5000.0,2029-05-19,Blocked
3209,5723,676183013025,Debit,10000.0,2026-12-26,Blocked
3210,9547,3562711239124536,Debit,20000.0,2028-10-29,Blocked
3211,13099,676277680093,Debit,10000.0,2027-09-21,Active
3212,9484,676310608176,Credit,10000.0,2026-11-29,Active
3213,5397,4356630734014588,Debit,,2026-12-08,Expired
3214,4700,38386528641474,Debit,20000.0,2028-06-01,Expired
3215,8006,30280189623566,Credit,20000.0,2030-05-10,Blocked
3216,6140,3512946022049489,Credit,,2027-01-13,Active
3217,3867,3573650346798203,Debit,,2030-12-17,Active
3218,3643,4514535724406174,Debit,5000.0,2027-08-28,Blocked
3219,6053,4337098846332658,Credit,,2029-10-22,Active
3220,143,4306762347356204,Credit,20000.0,2028-09-07,Blocked
3221,174,6011153078316206,Debit,10000.0,2029-08-21,Expired
3222,11016,2716863287767182,Credit,5000.0,2029-07-28,Expired
3223,8240,2286520206398529,Debit,,2030-06-06,Blocked
3224,3816,6507570790201633,Credit,,2028-05-06,Expired
3225,3631,30177407318518,Debit,,2026-09-21,Expired
3226,13469,3561010730784422,Debit,5000.0,2030-08-11,Blocked
3227,2349,213129735685919,Debit,10000.0,2026-09-12,Expired
3228,9185,2272326696977590,Debit,10000.0,2027-10-11,Expired
3229,12980,4176751402765984,Credit,20000.0,2029-01-17,Blocked
3230,691,2720845720026635,Credit,10000.0,2030-09-23,Blocked
3231,3987,6011592178613378,Credit,5000.0,2027-04-02,Blocked
3232,10722,348008344647445,Credit,20000.0,2029-03-29,Blocked
3233,7952,370812043896976,Debit,20000.0,2030-01-22,Active
3234,9166,30177596623512,Credit,20000.0,2029-06-06,Expired
3235,6226,374824795630889,Credit,20000.0,2029-10-19,Active
3236,12611,38960249515751,Debit,10000.0,2026-11-10,Active
3237,10006,2246097596327995,Credit,10000.0,2027-07-21,Blocked
3238,9512,30030574806114,Debit,5000.0,2030-02-12,Expired
3239,7553,4181628689978291314,Credit,20000.0,2027-12-11,Blocked
3240,11174,348946334168742,Credit,10000.0,2026-11-15,Active
3241,7431,4024745509262873,Debit,5000.0,2028-01-21,Expired
3242,32,676386891698,Credit,,2031-03-03,Blocked
3243,570,4970721520815,Debit,20000.0,2030-09-06,Blocked
3244,11456,213141584582816,Debit,5000.0,2028-05-26,Expired
3245,7856,30577615979516,Credit,10000.0,2030-01-19,Expired
3246,2450,374512164702450,Credit,,2030-11-26,Blocked
3247,6123,4338455711918574304,Debit,20000.0,2027-12-20,Active
3248,14068,3580150479283157,Credit,10000.0,2028-11-02,Active
3249,6761,502086270142,Debit,5000.0,2029-10-11,Blocked
3250,3761,3508252737491751,Debit,5000.0,2030-06-18,Active
3251,12920,180049995703278,Debit,,2029-12-05,Active
3252,12985,3527321562315380,Credit,5000.0,2029-06-10,Blocked
3253,10962,4261269481020151,Credit,20000.0,2028-10-01,Expired
3254,14930,30183026604460,Debit,20000.0,2027-04-28,Expired
3255,10127,3505294957695169,Debit,,2029-02-01,Expired
3256,3339,3576147133113883,Debit,5000.0,2030-04-10,Blocked
3257,10978,060495005591,Debit,20000.0,2028-11-17,Expired
3258,7234,5509330570570388,Debit,10000.0,2030-09-11,Active
3259,8305,4960748254944,Credit,5000.0,2029-05-23,Active
3260,13370,4819304095341,Debit,20000.0,2029-03-09,Expired
3261,14708,3516737172239715,Debit,10000.0,2030-04-18,Blocked
3262,9309,501886185823,Credit,10000.0,2028-02-11,Expired
3263,8006,375116891429830,Credit,5000.0,2026-12-05,Active
3264,10744,6011179631980816,Credit,,2027-10-21,Expired
3265,14178,4550379189107760,Debit,10000.0,2026-07-30,Active
3266,12479,675946275863,Debit,10000.0,2027-12-12,Active
3267,6255,503879630187,Credit,,2029-09-07,Blocked
3268,6599,4098891259186894782,Debit,10000.0,2031-03-25,Active
3269,10814,6583710174258893,Debit,,2031-05-03,Blocked
3270,12733,4814446562468418810,Credit,20000.0,2031-02-12,Active
3271,4758,5316711488366097,Debit,20000.0,2027-08-30,Expired
3272,13317,3550410112970180,Debit,,2026-11-12,Expired
3273,4814,2273897258537260,Credit,10000.0,2031-01-30,Expired
3274,7874,6011884431607648,Debit,5000.0,2026-11-24,Expired
3275,10851,4007308630632,Debit,5000.0,2028-03-11,Expired
3276,1336,3518860577877810,Credit,20000.0,2028-06-30,Expired
3277,12661,4256384743979016,Debit,,2026-12-21,Active
3278,11939,4554986155215819,Debit,20000.0,2030-03-06,Expired
3279,11050,586421987213,Credit,,2027-05-27,Active
3280,12852,4095889924342,Debit,5000.0,2028-10-21,Blocked
3281,3512,060425039843,Debit,20000.0,2026-08-23,Blocked
3282,12210,4995140516307421,Credit,20000.0,2030-03-06,Expired
3283,11124,6527739405157235,Debit,,2029-11-07,Active
3284,13949,4481510784908145,Debit,20000.0,2030-02-23,Active
3285,9058,30260962260000,Debit,10000.0,2027-03-12,Blocked
3286,12716,2224045793459851,Debit,10000.0,2030-06-25,Expired
3287,1984,30062201705567,Credit,5000.0,2026-08-13,Expired
3288,13582,370364409891027,Debit,5000.0,2027-08-30,Active
3289,13412,503833809521,Credit,20000.0,2029-04-10,Active
3290,3932,3586957943246469,Credit,10000.0,2029-12-22,Active
3291,4430,30044906078359,Credit,5000.0,2030-10-24,Blocked
3292,5459,060498937634,Debit,10000.0,2028-03-03,Expired
3293,13998,4648457267005,Credit,20000.0,2027-11-18,Blocked
3294,7414,4208350286006,Debit,5000.0,2029-11-06,Expired
3295,2904,2444641611281818,Credit,,2027-12-23,Expired
3296,20,3507485540386823,Debit,,2029-09-05,Active
3297,4749,372968845377033,Debit,20000.0,2029-08-13,Expired
3298,8158,30415660867221,Debit,20000.0,2030-05-25,Expired
3299,10818,4905103178887642,Credit,20000.0,2029-04-05,Expired
3300,10481,4383991163912,Credit,5000.0,2026-12-09,Active
3301,13948,4367688467405,Debit,20000.0,2030-12-27,Active
3302,1437,3550784832000712,Debit,10000.0,2026-10-06,Blocked
3303,6109,30341126093881,Credit,20000.0,2029-06-29,Active
3304,3864,372599702122988,Credit,10000.0,2029-04-02,Blocked
3305,13750,6577243163085927,Debit,5000.0,2030-07-07,Active
3306,10724,3552333770458850,Credit,10000.0,2027-05-17,Expired
3307,9902,676300865596,Debit,10000.0,2030-09-01,Blocked
3308,2997,4182222427330,Debit,10000.0,2031-03-23,Active
3309,700,3518407306143823,Debit,5000.0,2027-05-24,Active
3310,12085,4983872301827924,Debit,20000.0,2029-12-13,Blocked
3311,2290,4159307366519827120,Credit,20000.0,2028-09-09,Active
3312,5783,4662028456054,Credit,5000.0,2026-12-18,Expired
3313,7273,3562509846775926,Debit,,2031-02-08,Active
3314,9799,4738090771258770245,Credit,5000.0,2030-06-04,Blocked
3315,8314,4600339405110030,Credit,10000.0,2026-08-09,Active
3316,13269,676171270512,Debit,5000.0,2027-06-15,Active
3317,12437,3553646773759134,Debit,10000.0,2027-07-24,Active
3318,11546,4069289136419,Credit,,2026-09-02,Blocked
3319,13117,30368099315488,Credit,20000.0,2031-02-23,Expired
3320,2540,6545123204498553,Debit,20000.0,2027-05-17,Expired
3321,7423,4584301468691728,Debit,20000.0,2026-07-29,Blocked
3322,5651,348176446358078,Debit,,2027-01-27,Active
3323,7183,213186240901488,Credit,,2030-07-04,Expired
3324,6362,4196725756462815187,Credit,5000.0,2027-01-23,Active
3325,14071,4689188425164905,Debit,10000.0,2029-01-05,Expired
3326,3174,2223876539468165,Debit,10000.0,2026-11-03,Expired
3327,321,3500269044249662,Debit,10000.0,2030-03-24,Active
3328,7530,4801608816619319,Credit,10000.0,2030-08-13,Active
3329,12544,4622143477213803,Debit,5000.0,2031-03-14,Blocked
3330,3947,2706271707698122,Credit,5000.0,2030-10-23,Blocked
3331,9840,3554594860954987,Credit,10000.0,2027-06-01,Active
3332,14823,2295744505343312,Debit,5000.0,2031-06-02,Expired
3333,9471,676347742642,Debit,10000.0,2029-02-21,Expired
3334,11651,6011238447633819,Debit,5000.0,2029-01-21,Blocked
3335,12588,213191353526494,Debit,,2028-06-02,Expired
3336,3394,675997744668,Credit,,2027-01-29,Active
3337,6736,3586063381543044,Credit,,2027-06-02,Active
3338,5731,4439687349448461,Credit,,2028-12-06,Expired
3339,3908,2372642631681439,Debit,10000.0,2028-10-10,Active
3340,13290,4884034876741465518,Debit,,2030-02-12,Blocked
3341,901,6598222113506013,Debit,10000.0,2028-03-04,Blocked
3342,13981,4293712543399933899,Credit,20000.0,2026-10-17,Expired
3343,2410,4521387291964702798,Credit,5000.0,2027-08-14,Active
3344,13352,3507283526500057,Debit,20000.0,2027-06-30,Blocked
3345,9296,6011782835136992,Credit,20000.0,2029-01-18,Expired
3346,6192,3566317703052462,Credit,20000.0,2031-06-16,Blocked
3347,9592,4908568102221992,Debit,20000.0,2031-05-22,Expired
3348,7178,30132354107166,Debit,5000.0,2029-12-27,Active
3349,5793,3571514031479432,Debit,,2027-06-04,Blocked
3350,5255,4219386295829438,Credit,10000.0,2031-06-01,Active
3351,3197,4579711980777697,Debit,20000.0,2030-02-13,Blocked
3352,12053,4981517102296,Debit,,2027-09-16,Active
3353,13755,4045268680981091,Credit,10000.0,2030-05-28,Active
3354,14901,6510517418232719,Debit,,2030-12-31,Active
3355,9746,6558624648283539,Debit,,2026-08-26,Expired
3356,13878,676314130722,Debit,20000.0,2030-03-05,Blocked
3357,13372,4201068993109905,Credit,5000.0,2030-01-14,Active
3358,3164,3519177958364956,Credit,10000.0,2029-03-20,Active
3359,5714,4438516960034,Credit,,2027-09-27,Active
3360,10314,6011342858274590,Debit,10000.0,2026-07-02,Blocked
3361,12128,30146149117165,Credit,5000.0,2031-05-03,Active
3362,12724,38723431912669,Credit,20000.0,2026-11-27,Active
3363,11650,2251687930775941,Credit,5000.0,2026-12-30,Blocked
3364,14696,4960054018427986,Debit,10000.0,2026-12-09,Blocked
3365,1253,3579389846750224,Credit,20000.0,2027-04-02,Active
3366,9348,5343829130896027,Credit,,2028-04-09,Expired
3367,1765,4693933193655905,Debit,20000.0,2027-03-09,Active
3368,14245,4461322162773206,Credit,10000.0,2028-06-23,Active
3369,1803,213109511069611,Credit,,2027-01-26,Active
3370,6716,589993376526,Debit,5000.0,2029-12-06,Blocked
3371,9275,2556684640628645,Debit,10000.0,2030-05-03,Expired
3372,6954,5567080597049051,Debit,20000.0,2031-01-19,Expired
3373,11767,343247782926904,Debit,5000.0,2030-10-01,Blocked
3374,11624,341030683627330,Debit,10000.0,2026-11-23,Blocked
3375,6289,3533280635787631,Credit,20000.0,2031-01-28,Expired
3376,2201,4008159058063,Debit,10000.0,2029-02-21,Expired
3377,6521,4313425520585,Debit,,2026-09-15,Expired
3378,2804,503861556705,Credit,10000.0,2030-08-27,Blocked
3379,1645,3585950595276802,Debit,10000.0,2029-12-15,Expired
3380,14353,2232513967699081,Debit,10000.0,2030-06-10,Active
3381,4636,30108150430457,Debit,5000.0,2028-03-22,Expired
3382,1212,4110897079349518,Debit,10000.0,2031-01-09,Expired
3383,12554,639031986859,Debit,20000.0,2027-10-14,Blocked
3384,6986,180030719143819,Debit,,2029-04-02,Blocked
3385,13311,4232445408183902,Debit,20000.0,2026-10-22,Expired
3386,10805,370563616855135,Debit,,2031-03-21,Blocked
3387,7559,4720774725319041,Debit,10000.0,2027-10-07,Expired
3388,1340,374766939516633,Credit,20000.0,2027-05-03,Active
3389,10750,4985289002440181317,Credit,20000.0,2031-02-17,Blocked
3390,11129,4090047939975326,Credit,10000.0,2029-02-18,Expired
3391,11612,3509728037749955,Credit,5000.0,2030-07-28,Active
3392,10363,4909352867673,Debit,,2026-07-31,Expired
3393,14530,2250117204960905,Debit,,2028-04-23,Active
3394,3905,4819370845097054,Debit,,2028-05-04,Expired
3395,14351,639084634554,Credit,20000.0,2029-08-11,Active
3396,7905,36630962059061,Credit,5000.0,2030-07-31,Expired
3397,6788,379725734964898,Debit,20000.0,2031-01-01,Active
3398,6319,4291617710616720975,Debit,20000.0,2028-05-12,Active
3399,13037,340535707775700,Debit,10000.0,2028-11-10,Active
3400,6092,4995240448628,Credit,5000.0,2030-05-24,Active
3401,3243,4319159438902,Credit,10000.0,2027-12-05,Active
3402,8973,4497490433810400,Credit,5000.0,2028-05-26,Blocked
3403,7653,3532066081731582,Debit,20000.0,2028-09-03,Blocked
3404,12103,6584008281363949,Credit,,2030-08-01,Active
3405,9783,501833248799,Debit,,2027-08-05,Active
3406,2005,4445351169626837,Debit,5000.0,2029-06-08,Active
3407,1037,503861273319,Credit,20000.0,2028-02-28,Expired
3408,11527,4554780253508,Debit,20000.0,2031-05-19,Expired
3409,2743,4924788713261498,Credit,10000.0,2028-08-16,Blocked
3410,13213,4208486311584612,Debit,20000.0,2029-02-08,Active
3411,1621,4553933929304975,Debit,10000.0,2026-09-20,Blocked
3412,8223,4992658352033347554,Debit,10000.0,2028-08-04,Expired
3413,4540,180015610045361,Credit,5000.0,2026-09-22,Expired
3414,10054,3588306844196217,Debit,10000.0,2028-07-08,Expired
3415,11859,4220701047042207319,Debit,,2029-09-25,Blocked
3416,11293,4468897607789,Debit,10000.0,2029-11-04,Active
3417,951,4174953794299513,Debit,10000.0,2026-10-11,Active
3418,8941,3522484365709293,Debit,10000.0,2031-06-21,Active
3419,6634,3510324655893965,Debit,,2029-07-21,Blocked
3420,13456,180017135700025,Debit,10000.0,2029-12-22,Active
3421,1911,566034647479,Credit,5000.0,2028-07-21,Expired
3422,2183,213155409674889,Debit,5000.0,2028-07-12,Expired
3423,12468,4040055329769,Debit,20000.0,2026-12-10,Blocked
3424,10789,38017891769606,Credit,20000.0,2031-04-27,Blocked
3425,8567,180079484268939,Debit,,2030-04-15,Expired
3426,6067,180089459225814,Debit,20000.0,2027-12-23,Expired
3427,11817,213153945780062,Debit,,2030-03-13,Active
3428,8444,3567680631540745,Credit,5000.0,2030-04-03,Blocked
3429,14845,4541948683985020,Debit,5000.0,2026-12-18,Active
3430,11694,3555284449177552,Debit,20000.0,2029-01-27,Active
3431,592,30199558804435,Credit,20000.0,2029-03-16,Expired
3432,14919,180007996464399,Credit,,2030-12-27,Expired
3433,3912,30173484674089,Debit,20000.0,2026-12-25,Active
3434,8607,4596027616483025,Debit,20000.0,2030-12-22,Blocked
3435,6014,503876817720,Credit,20000.0,2029-12-15,Active
3436,1880,4330170297870,Credit,10000.0,2029-07-08,Expired
3437,4387,4666655635646811,Debit,10000.0,2027-01-11,Active
3438,9504,630491431940,Credit,20000.0,2029-07-02,Active
3439,10120,6011296560064162,Debit,,2029-01-16,Blocked
3440,8961,180037116998901,Credit,5000.0,2028-07-26,Active
3441,8567,4927196974069062,Debit,,2030-01-09,Expired
3442,8807,2261262315998332,Credit,10000.0,2027-02-17,Active
3443,12254,213146227253402,Debit,5000.0,2028-05-21,Blocked
3444,11168,3553937001871647,Credit,10000.0,2028-02-26,Blocked
3445,6136,3520358522302915,Credit,20000.0,2029-10-18,Active
3446,12070,4255726329176,Credit,10000.0,2028-03-02,Blocked
3447,6362,2716183240587472,Credit,10000.0,2031-05-06,Active
3448,8570,36850876713757,Debit,,2027-09-11,Active
3449,3808,4441304067756,Debit,20000.0,2029-04-03,Blocked
3450,3463,676227845358,Credit,20000.0,2031-03-15,Expired
3451,14198,3579412248645048,Debit,10000.0,2030-08-29,Expired
3452,4333,4391385521340541,Credit,10000.0,2027-05-21,Expired
3453,3452,3562916427224283,Credit,,2026-07-17,Blocked
3454,6844,4059675220226006,Debit,20000.0,2027-07-09,Blocked
3455,13377,3542348232343154,Debit,20000.0,2027-09-09,Active
3456,746,6514214592966686,Debit,,2027-09-06,Expired
3457,2076,6011173846123536,Credit,5000.0,2028-05-06,Blocked
3458,9838,30259121388447,Debit,10000.0,2026-11-20,Blocked
3459,11898,30570273712501,Debit,5000.0,2026-09-13,Blocked
3460,12085,4988950091055909,Debit,,2030-06-19,Active
3461,7391,3578164546457466,Credit,10000.0,2028-04-07,Blocked
3462,13654,2234532086665045,Credit,5000.0,2031-03-29,Active
3463,7978,4313980124419,Credit,5000.0,2028-01-20,Active
3464,1268,3571153275022754,Credit,10000.0,2029-11-14,Blocked
3465,2596,3534376858184404,Debit,20000.0,2029-02-20,Active
3466,9624,345260764715169,Credit,10000.0,2030-12-12,Expired
3467,4641,3563983919867689,Credit,,2027-06-04,Active
3468,6401,30402388848006,Debit,,2029-03-15,Blocked
3469,13659,503821609420,Credit,20000.0,2030-07-12,Active
3470,14599,372711915525036,Credit,5000.0,2027-10-07,Expired
3471,9894,3538254417112446,Debit,10000.0,2030-09-20,Blocked
3472,1673,4988729963134,Debit,5000.0,2028-09-27,Active
3473,9000,6011962858250934,Credit,5000.0,2029-12-11,Expired
3474,6842,30465877564939,Credit,10000.0,2029-05-20,Active
3475,8650,2224084055391882,Debit,10000.0,2031-06-27,Blocked
3476,9209,4822496205662362,Debit,5000.0,2029-12-31,Blocked
3477,13641,4897051545428931,Debit,10000.0,2028-06-20,Blocked
3478,4720,30008245474082,Debit,,2027-01-18,Expired
3479,6736,3570288225290258,Credit,,2029-08-24,Active
3480,2240,4868911150122,Debit,10000.0,2030-06-17,Active
3481,13767,375419679944230,Credit,20000.0,2029-10-15,Blocked
3482,9391,4933038838391799,Credit,,2027-04-14,Expired
3483,13839,3566156396066482,Credit,5000.0,2029-09-29,Blocked
3484,5827,4621778064798723,Credit,,2029-04-14,Active
3485,14317,3511403393809423,Debit,10000.0,2028-01-29,Blocked
3486,12365,30093725967375,Credit,20000.0,2027-04-17,Active
3487,4806,3507384404291692,Debit,5000.0,2028-09-25,Active
3488,10266,30184470261856,Debit,20000.0,2030-11-03,Active
3489,13193,3592841953079832,Debit,10000.0,2028-05-13,Expired
3490,3395,4166324592893854232,Credit,,2028-01-10,Expired
3491,1754,4765291513555765,Credit,20000.0,2030-07-02,Active
3492,887,4546754385571,Credit,,2030-02-05,Active
3493,1691,4352898402461365,Debit,5000.0,2027-06-12,Active
3494,4872,38255652675832,Credit,,2028-09-05,Blocked
3495,3474,4971838758998074,Debit,,2031-03-27,Blocked
3496,8822,4250890579266846354,Debit,,2027-04-14,Expired
3497,11362,2259989760748721,Credit,5000.0,2028-05-24,Active
3498,2885,180010747532670,Credit,5000.0,2030-06-09,Blocked
3499,8649,4104292996668158,Debit,10000.0,2028-03-12,Active
3500,5341,4759828074604884,Debit,20000.0,2026-11-23,Expired
3501,10729,2711860978962580,Credit,20000.0,2026-07-14,Blocked
3502,6651,3511447019849115,Credit,20000.0,2028-03-03,Active
3503,13089,3569070216332007,Debit,5000.0,2030-04-19,Active
3504,6826,2466619796707297,Debit,10000.0,2030-12-10,Expired
3505,9973,4548430515462601684,Debit,20000.0,2029-01-03,Expired
3506,8486,4219951837278036617,Credit,10000.0,2027-05-15,Expired
3507,4153,676288872143,Credit,5000.0,2029-01-15,Active
3508,6756,5238789206375272,Debit,,2030-02-22,Expired
3509,5016,30562248981105,Debit,5000.0,2028-03-16,Blocked
3510,4682,6011723603189979,Credit,5000.0,2029-02-05,Active
3511,5602,4002585298047507,Debit,5000.0,2029-03-22,Expired
3512,535,377125956588990,Credit,10000.0,2028-12-18,Expired
3513,5353,3507446592960873,Credit,5000.0,2026-10-20,Blocked
3514,12434,38332742111795,Credit,10000.0,2030-06-20,Active
3515,7499,4538969305564113,Debit,20000.0,2029-12-02,Active
3516,8376,2244731651557870,Credit,20000.0,2027-06-11,Active
3517,6602,2253644523125990,Debit,20000.0,2026-12-13,Active
3518,229,180026662981064,Debit,5000.0,2029-09-22,Expired
3519,11379,4279766724033701,Debit,5000.0,2029-12-19,Active
3520,5102,3501520522506901,Credit,10000.0,2027-11-02,Expired
3521,13346,3578612705642799,Debit,20000.0,2028-01-05,Blocked
3522,1318,379777051030928,Credit,10000.0,2029-01-22,Blocked
3523,11749,4068525044571187,Credit,5000.0,2028-02-08,Blocked
3524,3749,4621221677555909,Credit,20000.0,2031-05-18,Blocked
3525,13838,3541554065163822,Debit,10000.0,2028-01-22,Blocked
3526,5703,4866505215304885,Credit,,2028-11-04,Blocked
3527,6573,3593670158451689,Credit,,2029-02-24,Active
3528,13263,4787624518328,Debit,20000.0,2029-07-05,Expired
3529,5011,3556944586606882,Credit,10000.0,2028-12-12,Active
3530,8803,4853945227581424,Credit,,2030-08-14,Expired
3531,779,4452672210040169,Credit,,2030-01-28,Blocked
3532,6950,4036760000045668670,Credit,5000.0,2026-09-20,Expired
3533,6365,4445169538471820,Debit,,2031-04-29,Blocked
3534,2639,3555850196972781,Credit,10000.0,2027-12-05,Active
3535,7721,676116592863,Credit,5000.0,2026-07-03,Expired
3536,3028,560501626819,Debit,5000.0,2029-11-11,Blocked
3537,10348,6011641454722435,Debit,20000.0,2026-11-03,Expired
3538,7510,3597564649686134,Credit,5000.0,2031-05-05,Blocked
3539,12311,4521704189535585,Debit,5000.0,2031-03-03,Expired
